,time,gyro_x,gyro_y,gyro_z,acce_x,acce_y,acce_z,linacce_x,linacce_y,linacce_z,grav_x,grav_y,grav_z,magnet_x,magnet_y,magnet_z,pos_x,pos_y,pos_z,ori_w,ori_x,ori_y,ori_z,rv_w,rv_x,rv_y,rv_z
1567,1678843338478.2356,-14.914663696289063,52.01800598144531,-60.67361694335938,-0.27617797851562503,0.19,-1.013822021484375,-0.34617797851562504,0.8,-0.22073303222656251,0.07,-0.61,-0.7930889892578126,530.56,812.8,-470.09,0.43312653579629434,-0.9193750305241766,-0.222266919638144,0.13608786983490545,-0.418911762212435,0.6578110037137593,0.6109653961709826,0.33519925671077677,0.029935663191574927,0.24138643345208394,0.9102075946670326
1568,1678843338482.1018,-13.102873535156249,54.06412072753906,-58.65549584960937,-0.29110180664062496,0.19,-0.9994490966796875,-0.36110180664062497,0.7994490966796876,-0.19944909667968752,0.07,-0.6094490966796875,-0.8,532.1344816894531,813.98113671875,-470.8491447753906,0.43565409731973187,-0.9228234816960516,-0.2217462350678315,0.13635895315011748,-0.42010053713608897,0.6575523390377761,0.6103667916675136,0.3374043152087793,0.028879105523787123,0.24125520245765145,0.9094612882014346
1569,1678843338485.659,-12.85387451171875,54.400269409179685,-58.25354028320313,-0.294658935546875,0.19,-0.9976705322265625,-0.364658935546875,0.7976705322265626,-0.1976705322265625,0.07,-0.6076705322265625,-0.8,537.2176188964843,817.79437890625,-473.30000659179683,0.4379795943768476,-0.9259962484031884,-0.2212671763289168,0.13660813458150783,-0.42119356665184904,0.6573132427303044,0.6098150115216554,0.3382985909660465,0.029230095084408898,0.2420428636033962,0.9089084375326378
1570,1678843338489.0078,-12.619453125,54.71673828125,-57.8751171875,-0.29800781249999997,0.19,-0.99599609375,-0.3680078125,0.79599609375,-0.19599609375000002,0.07,-0.60599609375,-0.8,542.0031640625,821.384375,-475.60738281249996,0.4401689453125,-0.928983265625,-0.2208161640625,0.13684252563325014,-0.4222219817825041,0.6570871720966075,0.6092946333766879,0.33913993981014773,0.029560486611790233,0.24278400222580118,0.9083864175891143
1571,1678843338492.2498,-12.39251708984375,55.023101928710936,-57.50877758789063,-0.30124975585937497,0.19,-0.9943751220703125,-0.371249755859375,0.7943751220703126,-0.19437512207031252,0.07,-0.6043751220703125,-0.8,546.6359011230469,824.85973828125,-477.8410817871094,0.4422883876887141,-0.9318749038613809,-0.2203795531500739,0.13706924529440626,-0.4232169813839754,0.6568674222661977,0.608790038945031,0.33995389399169673,0.029880282219007313,0.24350109643728018,0.9078796481908011
1572,1678843338495.485,-12.16604248046875,55.32884265136719,-57.14318286132813,-0.304485107421875,0.19,-0.9927574462890625,-0.374485107421875,0.7927574462890625,-0.1927574462890625,0.07,-0.6027574462890625,-0.8,551.2592185058594,828.3280351562499,-480.0702390136719,0.444403520633182,-0.9347606625712627,-0.21994382999234585,0.13729532024994928,-0.4242093905916332,0.6566472389090342,0.6082856546108497,0.34076567268849034,0.03019938185369587,0.2442163597872586,0.9073725190770618
1573,1678843338498.815,-11.9329541015625,55.64351196289063,-56.766911621093755,-0.30781494140625,0.19,-0.991092529296875,-0.37781494140625,0.791092529296875,-0.191092529296875,0.07,-0.601092529296875,-0.8,556.0175512695313,831.8976171875,-482.36449462890624,0.44658042209934545,-0.937730694494299,-0.21949538235061233,0.13752780533385095,-0.4252301880977936,0.6564197074739022,0.6077656902756539,0.34160061360953403,0.03052775197333347,0.24495212102050434,0.906849130887878
1574,1678843338502.3398,-14.832610677083332,55.9437890625,-56.90185546875,-0.3390299479166667,0.19893229166666668,-0.99669921875,-0.406796875,0.7989322916666667,-0.19669921875000002,0.06776692708333334,-0.6,-0.8,558.7402799479166,832.2458658854166,-482.71550130208334,0.44888485082347973,-0.9408747168496622,-0.21902066374577703,0.13777369731917968,-0.42631012876983015,0.656177832472008,0.60721432628161,0.3436654511203464,0.031603092506218684,0.24685020478034075,0.9055167167238334
1575,1678843338506.1611,-23.538780924479166,56.211279296875006,-57.990922851562495,-0.4218245442708333,0.22440755208333335,-1.0158056640625,-0.48322265625,0.8244075520833333,-0.2158056640625,0.06139811197916667,-0.6,-0.8,557.6002620442708,826.5585139973958,-479.4228238932292,0.4513830443676098,-0.9442831001372466,-0.21850602905933278,0.13804001742657449,-0.4274801093160504,0.6559144417281091,0.6066155115213095,0.34456641368544616,0.03205081074647816,0.24770538516589682,0.9049248790651591
1576,1678843338510.3794,-26.844000244140624,55.46457763671875,-59.22692138671875,-0.44563232421875,0.232816162109375,-1.022816162109375,-0.508448486328125,0.83,-0.222816162109375,0.062816162109375,-0.597183837890625,-0.8,557.35,825.31,-478.7,0.45414076146801097,-0.9480455615762247,-0.21793793181218327,0.13833370462853783,-0.4287707053537121,0.6556222662326796,0.6059531736357706,0.3452364880854355,0.032369450341438934,0.24835683911869869,0.904479428960357
1577,1678843338515.0928,-28.78826904296875,54.34122233072917,-60.6173681640625,-0.45348795572916667,0.23674397786458334,-1.0267439778645833,-0.52023193359375,0.83,-0.22674397786458333,0.06674397786458333,-0.5932560221354166,-0.8,557.35,825.31,-478.7,0.4575657840332031,-0.9527195815429688,-0.21709598860677085,0.13863158489704133,-0.4305065970600989,0.654881124641302,0.6054554877681343,0.34598473296275883,0.03272544518100737,0.249084412452767,0.9039804389278518
1578,1678843338520.3147,-30.791487630208334,52.81254313151042,-62.37622151692709,-0.46146077473958336,0.24,-1.0329215494791666,-0.5314607747395833,0.8314607747395832,-0.23292154947916668,0.07,-0.5914607747395833,-0.8,556.5670247395833,824.5270247395833,-479.9577270507812,0.46183705662841795,-0.9585498594970703,-0.21587579907226562,0.13891926464160562,-0.4328363521418164,0.6534831654432637,0.605238931074646,0.3471079374712117,0.03314671700497979,0.2502489005199345,0.9032127087348134
1579,1678843338525.9558,-32.471285807291665,50.24897054036458,-64.97740152994791,-0.46772867838541665,0.24,-1.0454573567708334,-0.5377286783854167,0.8377286783854166,-0.24545735677083333,0.07,-0.5977286783854167,-0.8,553.2074283854167,821.1674283854167,-485.35439208984377,0.4664512052368164,-0.9648481624755859,-0.21455765893554687,0.13922886525090394,-0.43534947425536386,0.6519674698526308,0.6049998818990022,0.34871938658248436,0.03363815130954672,0.2519923498355092,0.902088829310623
1580,1678843338531.9214,-28.213123372395835,38.76275553385417,-71.23565755208334,-0.4612858072916667,0.26178548177083333,-1.0717854817708334,-0.5312858072916667,0.8574283854166667,-0.26742838541666664,0.07,-0.5956429036458333,-0.8043570963541667,558.9962109375,819.1700797526041,-488.06377766927085,0.47133074826660154,-0.9715087282714844,-0.21316370263671874,0.1395549454509614,-0.43800299258743125,0.6503583777168893,0.6047413134158812,0.35085188889883523,0.033787077101059236,0.2546459751114766,0.9005089421594425
1581,1678843338538.1157,-20.7518798828125,23.673032226562498,-78.311904296875,-0.445537109375,0.2922314453125,-1.1022314453125002,-0.515537109375,0.8822314453125,-0.2922314453125,0.07,-0.59,-0.81,568.07,818.16,-489.04,0.4763974053466797,-0.9784247043457032,-0.21171629280598958,0.13989208185540142,-0.4407537199452764,0.64868083530404,0.6044665557718107,0.352360455796369,0.033519186767526,0.25683864948616647,0.8993065246042948
1582,1678843338544.4436,-15.864738769531249,17.81468880208333,-78.94090234375,-0.42837093098958334,0.3,-1.1116290690104167,-0.49837093098958335,0.89,-0.30325813802083335,0.07,-0.59,-0.8083709309895833,566.6152413736979,820.1979653320312,-487.6373715820313,0.48157329549560546,-0.9854897833251953,-0.2102376779785156,0.14023495983213555,-0.44355894014771446,0.6469600468050195,0.6041792774045748,0.3547176523944423,0.032568958659584785,0.26088742645647905,0.8972473585524379
1583,1678843338550.8103,-13.63639404296875,15.40383203125,-78.83903515624999,-0.42412646484375,0.3,-1.11587353515625,-0.49412646484375,0.89,-0.3117470703125,0.07,-0.59,-0.80412646484375,562.8249331054687,825.5077924804688,-483.98288623046875,0.48678093712158205,-0.9925982030029298,-0.20874999259440105,0.1405783800648015,-0.44637643112237035,0.6452215001060361,0.6038835109088053,0.35550904180567955,0.032026226907441724,0.2625424793909002,0.896470384322829
1584,1678843338557.1204,-11.15171115451389,12.872236328125,-78.51305202907986,-0.42,0.2997325303819444,-1.12,-0.49,0.8897325303819444,-0.32,0.07,-0.59,-0.8,559.2354866536458,830.4788929578992,-480.3378567165799,0.49194224954833987,-0.9996433834228516,-0.20727554223632813,0.1409171962661166,-0.4491639386777315,0.6434913113148377,0.6035837222822916,0.35670816970519315,0.031059983156407647,0.26529172938316026,0.8952175752173571
1585,1678843338563.279,5.134606119791664,3.2646777343750006,-66.90049723307291,-0.42,0.2860465494791667,-1.12,-0.49,0.8760465494791667,-0.32,0.07,-0.59,-0.8,564.1213818359374,820.7002596028645,-475.62303629557294,0.49697975118408205,-1.0065195623779297,-0.20583646134440103,0.14124639442438616,-0.4518798283081202,0.6417958204122782,0.6032847409837322,0.3579274123728906,0.029873915313735344,0.26840555420675366,0.8938422132523711
1586,1678843338569.1907,17.12239208984375,-1.48412646484375,-57.60297998046875,-0.42638134765624996,0.27361865234375005,-1.1072373046875001,-0.5027626953125,0.86361865234375,-0.3072373046875,0.07638134765625,-0.59,-0.8,566.28,816.38,-473.54,0.5018151616577149,-1.0131198873291016,-0.20445511254882812,0.14156099787883258,-0.45448232287928103,0.6401620401970526,0.6029918247989271,0.35879872043116645,0.02895308152329161,0.27074625222475407,0.8928169419247161
